#node	date	numeric date
NODE_0000001	2019-10-14	2019.785600
NODE_0000008	2019-10-14	2019.785600
NODE_0000011	2020-02-25	2020.151503
NODE_0000016	2020-03-15	2020.202337
NODE_0000017	2020-03-25	2020.229835
MA_MGH_00908|MT873173.1|2020-04-10	2020-04-10	2020.274590
MA_MGH_00174|MT520254.1|2020-03-26	2020-03-26	2020.233607
NODE_0000005	2020-03-15	2020.202337
MA_MGH_00563|MT520261.1|2020-03-22	2020-03-22	2020.222678
MA_MGH_00614|MT520280.1|2020-03-28	2020-03-28	2020.239071
NODE_0000010	2020-02-25	2020.151648
MA_MGH_00566|MT520360.1|2020-03-22	2020-03-22	2020.222678
NODE_0000012	2020-02-25	2020.151648
MA_MGH_00555|MT520307.1|2020-03-22	2020-03-22	2020.222678
NODE_0000013	2020-03-11	2020.192623
MA_MGH_00004|MT520542.1|2020-03-11	2020-03-11	2020.192623
NODE_0000014	2020-03-26	2020.233607
MA_MGH_00145|MT520245.1|2020-03-26	2020-03-26	2020.233607
MA_MGH_00143|MT520189.1|2020-03-26	2020-03-26	2020.233607
NODE_0000015	2019-10-14	2019.785600
NODE_0000009	2020-03-25	2020.231454
MA_MGH_00757|MT873206.1|2020-04-10	2020-04-10	2020.274590
MA_MGH_00696|MT520497.1|2020-04-06	2020-04-06	2020.263661
NODE_0000019	2020-03-07	2020.181785
MA_DPH_00011|MT873332.1|2020-03-10	2020-03-10	2020.189891
NODE_0000018	2020-03-10	2020.190677
NODE_0000020	2020-03-14	2020.200820
MA_MGH_00517|MT520490.1|2020-03-14	2020-03-14	2020.200820
MA_MGH_00051|MT520450.1|2020-03-24	2020-03-24	2020.228142
NODE_0000021	2020-03-10	2020.190761
MA_MGH_00069|MT520194.1|2020-03-25	2020-03-25	2020.230874
NODE_0000023	2020-03-15	2020.202350
MA_MGH_00600|MT520457.1|2020-03-28	2020-03-28	2020.239071
MA_MGH_00153|MT520430.1|2020-03-26	2020-03-26	2020.233607
MA_MGH_00018|MT520177.1|2020-03-25	2020-03-25	2020.230874
MA_MGH_00049|MT520339.1|2020-03-23	2020-03-23	2020.225410
MA_MGH_00551|MT520413.1|2020-03-20	2020-03-20	2020.217213
NODE_0000022	2020-03-21	2020.219945
MA_MGH_00676|MT520463.1|2020-03-21	2020-03-21	2020.219945
MA_MGH_00063|MT520289.1|2020-03-24	2020-03-24	2020.228142
NODE_0000026	2020-03-16	2020.207571
MA_MGH_00530|MT520253.1|2020-03-18	2020-03-18	2020.211749
MA_MGH_00646|MT520494.1|2020-04-02	2020-04-02	2020.252732
NODE_0000024	2020-03-23	2020.225410
MA_MGH_00071|MT520521.1|2020-03-23	2020-03-23	2020.225410
NODE_0000025	2020-03-25	2020.230874
MA_MGH_00090|MT520486.1|2020-03-25	2020-03-25	2020.230874
MA_MGH_00132|MT520545.1|2020-03-25	2020-03-25	2020.230874
NODE_0000000	2019-12-01	2019.916438
NC_045512.2|NC_045512.2|2019-12	2019-12-01	2019.916438
NODE_0000027	2020-01-07	2020.017345
NODE_0000002	2020-02-20	2020.137067
MA_MGH_00569|MT520215.1|2020-03-22	2020-03-22	2020.222678
NODE_0000003	2020-02-27	2020.155785
NODE_0000007	2020-03-14	2020.202099
MA_MGH_00528|MT520419.1|2020-03-18	2020-03-18	2020.211749
MA_MGH_00209|MT520355.1|2020-03-26	2020-03-26	2020.233607
NODE_0000031	2020-02-27	2020.155785
MA_DPH_00003|MT873080.1|2020-03-05	2020-03-05	2020.176230
NODE_0000032	2020-02-27	2020.155785
MA_DPH_00002|MT873497.1|2020-03-03	2020-03-03	2020.170765
NODE_0000006	2020-03-24	2020.228592
MA_DPH_00185|MT873255.1|2020-04-06	2020-04-06	2020.263661
MA_MGH_01166|MT873074.1|2020-04-29	2020-04-29	2020.326503
NODE_0000034	2020-02-17	2020.129457
NODE_0000038	2020-02-20	2020.136990
MA_MGH_00679|MT520540.1|2020-03-22	2020-03-22	2020.222678
NODE_0000044	2020-02-21	2020.140944
MA_MGH_00075|MT520523.1|2020-03-25	2020-03-25	2020.230874
NODE_0000091	2020-03-12	2020.195553
MA_MGH_00089|MT520259.1|2020-03-25	2020-03-25	2020.230874
MA_MGH_00059|MT520249.1|2020-03-23	2020-03-23	2020.225410
NODE_0000036	2020-03-12	2020.195553
NODE_0000037	2020-03-14	2020.201702
MA_MGH_01151|MT873257.1|2020-04-29	2020-04-29	2020.326503
NODE_0000099	2020-03-23	2020.225410
MA_MGH_00189|MT520447.1|2020-03-26	2020-03-26	2020.233607
MA_MGH_00024|MT520399.1|2020-03-23	2020-03-23	2020.225410
NODE_0000095	2020-03-15	2020.204203
MA_MGH_00615|MT520415.1|2020-03-28	2020-03-28	2020.239071
MA_MGH_00048|MT520366.1|2020-03-23	2020-03-23	2020.225410
NODE_0000040	2020-03-15	2020.204203
MA_MGH_00091|MT520423.1|2020-03-26	2020-03-26	2020.233607
MA_MGH_00887|MT873456.1|2020-04-14	2020-04-14	2020.285519
NODE_0000100	2020-03-25	2020.230874
MA_MGH_00611|MT520209.1|2020-03-28	2020-03-28	2020.239071
MA_MGH_00168|MT520311.1|2020-03-26	2020-03-26	2020.233607
MA_MGH_00076|MT520277.1|2020-03-25	2020-03-25	2020.230874
NODE_0000043	2020-04-20	2020.301454
