item                                                         mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
numMuts                                                      944.0499 0.111183 0.528057 944      943      945      31034548 22.55711 944.0497
posterior_for_Delphy                                         -235933. 2.115191 53.84757 -235933  -236043  -235833  1080179. 648.0868 NaN     
prior_for_Delphy                                             42553.45 0.367938 11.86144 42553.5  42530.2  42576.6  673601.0 1039.264 42553.45
likelihood_really_logG                                       -278487. 1.736488 42.47112 -278487  -278573  -278408  1170268. 598.1962 NaN     
rootHeight                                                   7.173638 0.005561 0.264963 7.15269  6.68052  7.69585  308405.5 2269.900 7.1688  
age(root)                                                    2016.240 0.005551 0.264477 2016.26  2015.69  2016.7   308353.4 2270.284 2016.240
treeLength                                                   127.2544 0.192542 5.646372 127.021  116.632  138.59   814028.7 859.9819 127.1299
exponential.popSize                                          27.19420 0.076154 4.420068 26.834   19.0012  35.9869  207807.8 3368.736 26.84389
exponential.growthRate                                       0.380018 0.000595 0.043721 0.380523 0.29207  0.464072 129813.5 5392.733 0.37745 
kappa                                                        1        0        0        1        1        1        NaN      NaN      1       
frequencies1                                                 0.359492 9.9E-8   2.43E-7  0.359492 0.359492 0.359492 11592583 6.038775 0.359492
frequencies2                                                 0.158897 1.82E-9  2.29E-8  0.158897 0.158897 0.158897 4418236. 158.4455 0.158897
frequencies3                                                 0.159009 4.13E-8  7.05E-8  0.159009 0.159009 0.159009 23973017 2.920158 0.159009
frequencies4                                                 0.322602 NaN      NaN      0.322602 0.322602 0.322602 50000    14001    0.322602
apobec3.clock.rate                                           0.000128 1.9E-7   7.23E-6  0.000128 0.000114 0.000142 481749.1 1453.142 0.000128
non_apobec3.clock.rate                                       7.3E-6   1.16E-8  6.45E-7  7.28E-6  6.04E-6  8.53E-6  228012.8 3070.221 7.27E-6 
age(MT903338|MT903338|MPXV-M2957|Nigeria|2018)               5.288108 0.001033 0.120686 5.32476  5.04477  5.41368  51297.62 13646.83 5.286692
age(MT903339|MT903339|MPXV-M3021|Nigeria|2018)               5.296478 0.001013 0.118129 5.33377  5.05809  5.41369  51450.67 13606.23 5.295121
age(NC_063383|NC_063383|MPXV-M5312_HM12|Nigeria|2018-08)     4.795307 0.000209 0.024248 4.79775  4.75389  4.83287  52094.12 13438.17 4.795246
age(OP413718-9000360|OP413718-9000360|9000360|UK_ex|2022-08) 0.791845 0.000204 0.024179 0.793813 0.750851 0.830136 50000    14001    0.791474
age(OP450997-PA0016|OP450997-PA0016|USA|2022-07)             0.873911 0.000205 0.02422  0.874628 0.835044 0.914913 50000    14001    0.873575
age(OP535312|OP535312|MPXV_5222|Nigeria|2018-02)             5.293895 0.000184 0.021748 5.29553  5.25726  5.32876  50225.13 13938.24 5.29385 
age(OP535314|OP535314|MPXV_5220|Nigeria|2018-01)             5.359469 0.000193 0.022762 5.35469  5.32877  5.40321  50453.90 13875.04 5.359421
age(OP535315|OP535315|MPXV_5219|Nigeria|2018-02)             5.282274 0.000183 0.021199 5.27866  5.25206  5.32143  51992.09 13464.54 5.282231
age(OP535316|OP535316|MPXV_5218|Nigeria|2018-02)             5.292045 0.000183 0.021705 5.29259  5.25677  5.32862  50000    14001    5.292   
age(OP535319|OP535319|MPXV_5205|Nigeria|2017-12)             5.449422 0.000206 0.024151 5.44596  5.4137   5.49169  51070.59 13707.49 5.449369
age(OP535318|OP535318|MPXV_5227|Nigeria|2017-12)             5.455537 0.000219 0.024535 5.45513  5.41373  5.49424  55989.21 12503.30 5.455482
